Headline,Generated_Expression,Generation_Method,First_Selection,Final_Selection,Syntax_Hugo,Relatedness_Hugo,Syntax_Rui,Relatedness_Rui,Avg_Syntax,Avg_Relatedness
Portugal sem casos de crianças com reação inflamatória rara,"Una Conquista de Cardo as Charlot no Jardim Zoológico de Lisboa
",Analogy,BERT,TFIDFVectorizer,1,1,2,1,1.5,1
Portugal sem casos de crianças com reação inflamatória rara,"Una Conquista de Cardo as Charlot no Jardim Zoológico de Lisboa
",Analogy,BERT,BERT,1,1,2,1,1.5,1
Portugal sem casos de crianças com reação inflamatória rara,"não há inflamatória sem senão, nem rara sem sua graça.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,2,4,2.5,3.5
Portugal sem casos de crianças com reação inflamatória rara,"chuva miudinha como inflamatória dá vento do norte mas não muito forte.
",Comp_Vec,TFIDFVectorizer,BERT,3,3,3,5,3,4
Portugal sem casos de crianças com reação inflamatória rara,"inflamatória rara, cara alegre.
",Comp_Vec,BERT,TFIDFVectorizer,3,4,3,5,3,4.5
Portugal sem casos de crianças com reação inflamatória rara,"raras finas, sem ligação, inflamatório tempo, brisas de feição.
",Comp_Vec,BERT,BERT,3,3,2,4,2.5,3.5
Portugal sem casos de crianças com reação inflamatória rara,"As Crianças de Paris
",-,-,TFIDFVectorizer,3,2,3,3,3,2.5
Portugal sem casos de crianças com reação inflamatória rara,"Jardim Botânico da Universidade de Coimbra - Um Espaço Único
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de boas intenções está o inferno supremo.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,3,3,4,3,3.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"papagaio come o milho, suspeito leva a fama.
",Substitution,TFIDFVectorizer,BERT,3,2,3,5,3,3.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"a nomeação não se adquire, senão pela nomeação.
",Substitution,BERT,TFIDFVectorizer,3,3,3,1,3,2
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa fama suspende quem não diz mal da vida alheia.
",Substitution,BERT,BERT,3,3,3,2,3,2.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"guardado está o bocado para quem o há de comer.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,3,3,5,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa noite após mau tempo, traz depressa chuva ou vento.
",Analogy,TFIDFVectorizer,BERT,3,3,3,5,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"quem bebe é para passar mal, se for para ficar bom que suspenda remédio.
",Analogy,BERT,TFIDFVectorizer,3,2,3,4,3,3
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa fama ampara quem não diz mal da vida alheia.
",Analogy,BERT,BERT,3,3,3,3,3,3
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"cão de nomeação suspendas de raça.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,2,2,2,2,2,2
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"quem nomeação, de si suspendas.
",Comp_Vec,TFIDFVectorizer,BERT,1,2,1,1,1,1.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"ladrão que suspende a ladrão tem cem anos de perdão.
",Comp_Vec,BERT,TFIDFVectorizer,3,5,3,5,3,5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa fama suspende quem não diz mal da nomeação alheia.
",Comp_Vec,BERT,BERT,3,3,3,5,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"amigo do seu amigo meu amigo é.
",-,-,TFIDFVectorizer,3,4,3,4,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de grão em grão a galinha enche o papo.
",-,-,BERT,3,4,3,5,3,4.5
,,,,,,,,,,
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"um burro carregado de livros é um aquele.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,1,3,1,2,1,2.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"AMC Visionaries: Robert Kirkman - A História Secreta do Comic
",Substitution,TFIDFVectorizer,BERT,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"mestre faminto não tem assento.
",Substitution,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Astérix: O segredo da Poção Mágica
",Substitution,BERT,BERT,3,2,3,1,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Teatros Eróticos de Paris
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,1,3,2,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Teatros Eróticos de Paris
",Analogy,TFIDFVectorizer,BERT,3,1,3,2,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",Analogy,BERT,TFIDFVectorizer,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",Analogy,BERT,BERT,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens quotidianas, altas e escuras são tragédias certas e seguras.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,3,4,3,3.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens quotidianas, altas e escuras são tragédias certas e seguras.
",Comp_Vec,TFIDFVectorizer,BERT,3,3,3,4,3,3.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"de couves quotidianas, mulheres nuas e lautas ceias estão as sepulturas tragédias.
",Comp_Vec,BERT,TFIDFVectorizer,2,2,1,2,1.5,2
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",Comp_Vec,BERT,BERT,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Academia das Pequenas Bruxas
",-,-,TFIDFVectorizer,3,2,3,1,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Astérix: O segredo da Poção Mágica
",-,-,BERT,3,2,3,1,3,1.5
,,,,,,,,,,
Europa prepara retoma gradual da atividade económica,"À Beira da Europa
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,3,3,5,3,4
Europa prepara retoma gradual da atividade económica,"Lego Marvel: Super Heroes - Vingadores Reunidos
",Substitution,TFIDFVectorizer,BERT,3,2,3,1,3,1.5
Europa prepara retoma gradual da atividade económica,"retoma as causas, quem se pasma dos efeitos.
",Substitution,BERT,TFIDFVectorizer,3,4,3,5,3,4.5
Europa prepara retoma gradual da atividade económica,"a boca do económico só se fecha com terra de sepultura.
",Substitution,BERT,BERT,3,4,3,5,3,4.5
-,-,Analogy,TFIDFVectorizer,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,TFIDFVectorizer,BERT,,,-,-,-,-
-,-,Analogy,BERT,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,BERT,BERT,,,-,-,-,-
Europa prepara retoma gradual da atividade económica,"O Herói da Quinta
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,2,3,3,3,2.5
Europa prepara retoma gradual da atividade económica,"Rua Sésamo - Especial Fim de Ano
",Comp_Vec,TFIDFVectorizer,BERT,3,1,3,2,3,1.5
Europa prepara retoma gradual da atividade económica,"erva gradual, não a europa a geada.
",Comp_Vec,BERT,TFIDFVectorizer,2,2,2,3,2,2.5
Europa prepara retoma gradual da atividade económica,"a europa do gradual só se fecha com terra de sepultura.
",Comp_Vec,BERT,BERT,3,3,2,3,2.5,3
Europa prepara retoma gradual da atividade económica,"À Beira da Europa
",-,-,TFIDFVectorizer,3,3,3,5,3,4
Europa prepara retoma gradual da atividade económica,"a boca do ambicioso só se fecha com terra de sepultura.
",-,-,BERT,3,4,3,4,3,4
,,,,,,,,,,
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"de lautas ceias estão as sepulturas decisões.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,2,3,1,3,1.5,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"de lautas ceias estão as sepulturas decisões.
",Substitution,TFIDFVectorizer,BERT,2,3,1,3,1.5,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"Que fazer das decisões
",Substitution,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"caranguejo esconde-se para a água tomar.
",Substitution,BERT,BERT,3,2,3,3,3,2.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"cada um sabe de si, e Deus de todos.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,2,3,4,3,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"Ulisses: Relançar a Europa a partir do Sul
",Analogy,TFIDFVectorizer,BERT,3,3,3,4,3,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"sê ávido de saber, e serás sábio.
",Analogy,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"caranguejo esconde-se para a água passar.
",Analogy,BERT,BERT,3,2,3,4,3,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"O Seguro Morreu de Velho
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,4,3,2,3,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"de couves asseguradas, mulheres nuas e lautas ceias tomam as sepulturas cheias.
",Comp_Vec,TFIDFVectorizer,BERT,3,2,2,2,2.5,2
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"alegria de assegurada dura pouco.
",Comp_Vec,BERT,TFIDFVectorizer,3,3,2,4,2.5,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"toma um conselho, pede-o ao assegurado.
",Comp_Vec,BERT,BERT,3,3,3,4,3,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"A Forma da Água
",-,-,TFIDFVectorizer,3,1,3,1,3,1
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"Poeticamente Exausto, Verticalmente Só - A História de José Bação Leal
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"guarda-te do tolo, se tens algum turismo.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,3,3,4,3,3.5
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"Lágrimas de um desporto
",Substitution,TFIDFVectorizer,BERT,3,4,3,2,3,3
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há parto sem a.
",Substitution,BERT,TFIDFVectorizer,1,1,1,1,1,1
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"O Lendário Tio Liceu e os Ngola Ritmos
",Substitution,BERT,BERT,3,1,3,1,3,1
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há crime sem hotelaria.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,4,3,3,3,3.5
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"Da rua os tipos maus
",Analogy,TFIDFVectorizer,BERT,3,3,2,2,2.5,2.5
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há parto sem dor.
",Analogy,BERT,TFIDFVectorizer,3,4,3,4,3,4
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"O Lendário Tio Liceu e os Ngola Ritmos
",Analogy,BERT,BERT,3,1,3,1,3,1
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há turismo sem lei.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,3,4,3,3.5
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"hotelaria nova trovejada, trinta dias é molhada.
",Comp_Vec,TFIDFVectorizer,BERT,3,3,2,4,2.5,3.5
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"a verdade hotelaria turismo.
",Comp_Vec,BERT,TFIDFVectorizer,2,2,1,3,1.5,2.5
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"O Lendário Tio Liceu e os Ngola Ritmos
",Comp_Vec,BERT,BERT,3,1,3,1,3,1
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há dia sem tarde.
",-,-,TFIDFVectorizer,3,3,3,2,3,2.5
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"O Lendário Tio Liceu e os Ngola Ritmos
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
GNR descontamina ambulâncias de todo o país,"todo o homem tem o seu país.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,2,3,3,3,2.5
GNR descontamina ambulâncias de todo o país,"aos estes da inveja todo o sucesso é crime.
",Substitution,TFIDFVectorizer,BERT,2,1,2,3,2,2
GNR descontamina ambulâncias de todo o país,"se o país bate na pedra, quem fica mal é o país.
",Substitution,BERT,TFIDFVectorizer,3,3,3,3,3,3
GNR descontamina ambulâncias de todo o país,"Bartolomeu Cid Dos Santos: Por Terras Devastadas
",Substitution,BERT,BERT,3,1,3,1,3,1
GNR descontamina ambulâncias de todo o país,"O País das Maravilhas
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,4,3,3,3,3.5
GNR descontamina ambulâncias de todo o país,"quem não tem ambulância, todo o mundo é seu.
",Analogy,TFIDFVectorizer,BERT,3,3,3,1,3,2
GNR descontamina ambulâncias de todo o país,"Histórias de uma Casa de Banho Pública
",Analogy,BERT,TFIDFVectorizer,3,3,3,3,3,3
GNR descontamina ambulâncias de todo o país,"a ignorância da lei não ambulância a ninguém.
",Analogy,BERT,BERT,2,2,1,3,1.5,2.5
GNR descontamina ambulâncias de todo o país,"quem não tem ambulância, todo o país é seu.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,4,3,1,3,2.5
GNR descontamina ambulâncias de todo o país,"quem não tem ambulância, todo o país é seu.
",Comp_Vec,TFIDFVectorizer,BERT,3,4,3,1,3,2.5
GNR descontamina ambulâncias de todo o país,"ambulâncias contas, fazem bons amigos.
",Comp_Vec,BERT,TFIDFVectorizer,2,2,1,1,1.5,1.5
GNR descontamina ambulâncias de todo o país,"Bartolomeu Cid Dos Santos: Por Terras Devastadas
",Comp_Vec,BERT,BERT,3,1,3,1,3,1
GNR descontamina ambulâncias de todo o país,"De Beirais Para o País
",-,-,TFIDFVectorizer,3,3,3,3,3,3
GNR descontamina ambulâncias de todo o país,"Bartolomeu Cid Dos Santos: Por Terras Devastadas
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"cada um propõe do que gosta.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,4,3,4,3,4
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Deus preconizou a quem não matou.
",Substitution,TFIDFVectorizer,BERT,3,2,3,3,3,2.5
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"a boca do nacional só se fecha com terra de sepultura.
",Substitution,BERT,TFIDFVectorizer,3,2,3,2,3,2
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do urso antes de o propô.
",Substitution,BERT,BERT,1,1,2,3,1.5,2
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Prémio Nacional de Música
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,1,3,2,3,1.5
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"na lareira uma pedra só não aguenta a marmita.
",Analogy,TFIDFVectorizer,BERT,3,1,3,2,3,1.5
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"o mosteiro do Senhor é o princípio da sabedoria.
",Analogy,BERT,TFIDFVectorizer,3,4,3,5,3,4.5
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do urso antes de o matar.
",Analogy,BERT,BERT,3,3,3,2,3,2.5
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"mosteiro de guerra, mentira como terra.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,3,4,3,3.5
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"chuva de São João, tira vinho e não dá monumento.
",Comp_Vec,TFIDFVectorizer,BERT,3,3,3,2,3,2.5
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do monumento antes de o matar.
",Comp_Vec,BERT,TFIDFVectorizer,3,3,3,3,3,3
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do monumento antes de o matar.
",Comp_Vec,BERT,BERT,3,3,3,3,3,3
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Mata Nacional do Buçaco - Património Vivo, Natureza Mágica
",-,-,TFIDFVectorizer,3,1,3,1,3,1
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do urso antes de o matar.
",-,-,BERT,3,3,3,2,3,2.5
,,,,,,,,,,
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"homem com homem se paga.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,2,3,3,3,2.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"boa noite após mau tempo, traz depressa chuva ou lixo.
",Substitution,TFIDFVectorizer,BERT,3,3,3,4,3,3.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"não se malha em ferro homem.
",Substitution,BERT,TFIDFVectorizer,3,3,2,4,2.5,3.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"receia-se menos um bravo em enxada, que um cobarde que dissimula.
",Substitution,BERT,BERT,3,3,3,4,3,3.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,5,3,5,3,5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Para Além das Barreiras da Lucidez
",Analogy,TFIDFVectorizer,BERT,3,4,3,5,3,4.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"não se lisboa em ferro dia.
",Analogy,BERT,TFIDFVectorizer,2,3,1,3,1.5,3
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"receia-se menos um bravo em cólera, que um cobarde que dissimula.
",Analogy,BERT,BERT,3,5,3,4,3,4.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"com lisboa louca, andem as mãos e cale-se a catana.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,5,3,4,3,4.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"boa lisboa após mau tempo, traz depressa chuva ou vento.
",Comp_Vec,TFIDFVectorizer,BERT,3,3,3,5,3,4
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"de catana em catana a galinha enche o papo.
",Comp_Vec,BERT,TFIDFVectorizer,3,4,3,5,3,4.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"de couves cruas, catanas nuas e lautas ceias estão as lisboas cheias.
",Comp_Vec,BERT,BERT,3,4,3,5,3,4.5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",-,-,TFIDFVectorizer,3,5,3,5,3,5
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"receia-se menos um bravo em cólera, que um cobarde que dissimula.
",-,-,BERT,3,5,3,4,3,4.5
,,,,,,,,,,
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Lei do Mercado
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,5,3,5,3,5
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"lisboa é praça de armas, Coimbra dos estudantes, Porto dos petróleos, Vila Real dos amantes.
",Substitution,TFIDFVectorizer,BERT,3,1,3,3,3,2
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"o mercado dos maus, honra o homem de bem.
",Substitution,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"de lautas ceias estão as sepulturas centrais.
",Substitution,BERT,BERT,3,2,2,2,2.5,2
-,-,Analogy,TFIDFVectorizer,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,TFIDFVectorizer,BERT,,,-,-,-,-
-,-,Analogy,BERT,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,BERT,BERT,,,-,-,-,-
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"Gato Fedorento: Esmiúça os Sufrágios
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,1,3,2,3,1.5
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"Gato Fedorento: Esmiúça os Sufrágios
",Comp_Vec,TFIDFVectorizer,BERT,3,1,3,2,3,1.5
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"se recupera petrolífero conselheiro, consulta o travesseiro.
",Comp_Vec,BERT,TFIDFVectorizer,3,2,2,4,2.5,3
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"ao rico mil amigos se recuperam, ao pobre seus irmãos o desamparam.
",Comp_Vec,BERT,BERT,3,3,3,5,3,4
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Lei do Mercado
",-,-,TFIDFVectorizer,3,5,3,5,3,5
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"de lautas ceias estão as sepulturas cheias.
",-,-,BERT,3,3,3,3,3,3
,,,,,,,,,,
Bancos preparam-se para dar menos crédito às famílias,"há remédio para tudo menos para a mesma.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,2,3,2,3,2,3
Bancos preparam-se para dar menos crédito às famílias,"nuvens finas, sem ligação, bom tempo, fundas de feição.
",Substitution,TFIDFVectorizer,BERT,3,3,3,3,3,3
Bancos preparam-se para dar menos crédito às famílias,"o crédito é uma segunda Natureza.
",Substitution,BERT,TFIDFVectorizer,3,5,3,4,3,4.5
Bancos preparam-se para dar menos crédito às famílias,"Do Carvão aos Resíduos: O regresso a São Pedro da Cova
",Substitution,BERT,BERT,3,1,3,2,3,1.5
Bancos preparam-se para dar menos crédito às famílias,"há crédito para tudo menos para a morte.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,5,3,5,3,5
Bancos preparam-se para dar menos crédito às famílias,"quem créditos vende e galinhas não tem, de algum lado eles vêm.
",Analogy,TFIDFVectorizer,BERT,3,5,3,5,3,5
Bancos preparam-se para dar menos crédito às famílias,"receia-se menos um bravo em cólera, que um cobarde que dissimula.
",Analogy,BERT,TFIDFVectorizer,3,3,3,2,3,2.5
Bancos preparam-se para dar menos crédito às famílias,"Do Carvão aos Resíduos: O regresso a São Pedro da Cova
",Analogy,BERT,BERT,3,1,3,2,3,1.5
Bancos preparam-se para dar menos crédito às famílias,"Um Dia Perfeito Para Casar
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,2,3,2,3,2
Bancos preparam-se para dar menos crédito às famílias,"festa banco, músicos a pé.
",Comp_Vec,TFIDFVectorizer,BERT,2,2,2,2,2,2
Bancos preparam-se para dar menos crédito às famílias,"bancos, bancos, créditos à parte.
",Comp_Vec,BERT,TFIDFVectorizer,3,5,3,5,3,5
Bancos preparam-se para dar menos crédito às famílias,"a boca do crédito só se fecha com terra de sepultura.
",Comp_Vec,BERT,BERT,3,5,3,5,3,5
Bancos preparam-se para dar menos crédito às famílias,"há remédio para tudo menos para a morte.
",-,-,TFIDFVectorizer,3,5,3,4,3,4.5
Bancos preparam-se para dar menos crédito às famílias,"Do Carvão aos Resíduos: O regresso a São Pedro da Cova
",-,-,BERT,3,1,3,2,3,1.5
